player,value,nationality,age,height,league,champions_league,team,position_type,position,foot,games,games_starts,minutes,game_win,game_lose,game_clean_sheets,goals_team,assits_team,goals,assists,shots_total,shots_on_target,goal_created,dribbles,dribbles_completed_pct,aerials_won,aerials_won_pct,passes,passes_pct,passes_received,passes_received_pct,touches,carry_distance,carry_progressive_distance,blocks,blocked_passes,blocked_shots,clearances,tackles,tackles_won,ball_recoveries,saves,save_pct,pens_saved,cards_yellow,cards_red,dispossessed,errors
Henrikh Mkhitaryan,20000000,am ARM,30,177,Premier League,0,Arsenal,Midfielder,Attacking Midfield,both,3,1,112,14,10,0,0.3,0.2,0,0,2,0,0,5,40.0,2,66.7,77,75.3,74,83.1,98,422,255,2,2,0,1,0,0,12,0,0.0,0,1,0,4,0
Nacho Monreal,3000000,es ESP,33,180,Premier League,0,Arsenal,Defender,Left-Back,left,3,3,270,14,10,0,0.1,0.3,0,0,1,0,0,3,33.3,7,50.0,201,90.5,160,90.4,231,622,357,3,2,1,17,4,4,17,0,0.0,0,0,0,1,0
Shkodran Mustafi,12000000,de GER,27,184,Premier League,0,Arsenal,Defender,Centre-Back,right,15,13,1207,14,10,0,0.8,0.0,0,1,11,3,1,2,100.0,68,75.6,790,83.9,659,98.2,954,3454,2115,15,8,7,111,14,9,126,0,0.0,0,2,0,2,2
Reiss Nelson,12000000,eng ENG,19,175,Premier League,0,Arsenal,Forward,Right Winger,right,17,7,631,14,10,0,0.9,0.7,1,0,11,4,1,29,55.2,0,0.0,234,79.5,235,73.4,328,1753,1028,13,12,1,2,12,6,34,0,0.0,0,1,0,14,0
Eddie Nketiah,11000000,eng ENG,20,180,Premier League,0,Arsenal,Forward,Centre-Forward,right,13,7,633,14,10,0,3.1,0.6,2,0,15,5,1,16,62.5,6,42.9,140,79.3,166,62.4,234,1064,454,5,5,0,4,10,7,30,0,0.0,0,0,1,18,0
Mesut Ă–zil,17000000,de GER,30,180,Premier League,0,Arsenal,Midfielder,Attacking Midfield,left,18,18,1438,14,10,0,1.3,2.2,1,2,9,3,7,31,67.7,3,50.0,891,84.6,799,83.2,1016,4713,2366,9,9,0,3,13,10,92,0,0.0,0,1,0,29,0
Sokratis Papastathopoulos,6000000,gr GRE,31,186,Premier League,0,Arsenal,Defender,Centre-Back,right,19,19,1696,14,10,0,1.0,0.2,2,0,7,2,0,6,83.3,53,65.4,973,89.7,839,97.8,1166,3840,2027,41,19,22,108,23,13,109,0,0.0,0,6,0,6,0
Nicolas PĂ©pĂ©,52000000,ci CIV,24,183,Premier League,0,Arsenal,Forward,Right Winger,left,31,22,2010,14,10,0,4.5,4.4,5,6,49,16,9,132,54.5,13,24.1,803,76.7,825,74.8,1126,7279,4661,20,18,2,3,30,19,134,0,0.0,0,4,0,64,0
Bukayo Saka,20000000,eng ENG,17,178,Premier League,0,Arsenal,Midfielder,Left Midfield,left,26,19,1753,14,10,0,1.3,3.5,1,5,13,4,7,48,64.6,12,24.5,844,78.1,696,83.4,1069,4770,3010,25,21,4,21,38,22,138,0,0.0,0,6,0,37,1
CĂ©dric Soares,8000000,pt POR,27,171,Premier League,0,Arsenal,Defender,Right-Back,right,5,3,249,14,10,0,0.0,0.0,1,0,1,1,1,2,100.0,2,40.0,133,70.7,94,92.2,161,484,254,10,10,0,2,6,5,23,0,0.0,0,0,0,2,0
Kieran Tierney,20000000,sco SCO,22,180,Premier League,0,Arsenal,Defender,Left-Back,left,15,12,989,14,10,0,0.3,1.1,1,1,6,2,3,16,75.0,10,50.0,544,76.1,385,91.2,664,2162,1125,22,18,4,44,21,11,98,0,0.0,0,2,0,6,0
Lucas Torreira,36000000,uy URU,23,166,Premier League,0,Arsenal,Midfielder,Central Midfield,right,29,17,1512,14,10,0,1.6,1.1,1,1,21,6,2,16,81.3,9,33.3,906,87.5,709,92.4,1091,3403,1553,29,20,9,30,37,24,215,0,0.0,0,7,0,16,1
Joe Willock,16000000,eng ENG,19,186,Premier League,0,Arsenal,Midfielder,Central Midfield,right,29,8,857,14,10,0,2.3,0.8,1,1,14,4,3,33,66.7,9,37.5,368,81.3,333,80.2,515,2833,1688,19,14,5,12,22,15,100,0,0.0,0,2,0,19,0
Granit Xhaka,24000000,ch SUI,26,186,Premier League,0,Arsenal,Midfielder,Defensive Midfield,left,31,30,2586,14,10,0,0.3,1.1,1,2,11,3,4,32,84.4,51,49.5,1886,87.8,1559,94.9,2145,7431,3612,55,38,17,85,46,27,319,0,0.0,0,10,0,12,0
Borja BastĂłn,3000000,es ESP,26,186,Premier League,0,Aston Villa,Forward,Centre-Forward,right,2,0,18,9,21,0,0.0,0.0,0,0,0,0,0,0,0.0,1,25.0,5,80.0,4,57.1,7,30,19,1,1,0,1,0,0,2,0,0.0,0,0,0,0,1
Keinan Davis,2000000,eng ENG,21,189,Premier League,0,Aston Villa,Forward,Centre-Forward,right,18,4,548,9,21,0,1.9,0.2,0,0,16,5,3,15,60.0,24,38.1,142,75.4,179,57.6,225,1171,572,5,4,1,3,2,2,28,0,0.0,0,0,0,19,0
Danny Drinkwater,4000000,eng ENG,29,177,Premier League,0,Aston Villa,Midfielder,Central Midfield,right,4,4,259,9,21,0,0.1,0.0,0,0,2,0,0,3,66.7,2,50.0,167,81.4,126,92.6,199,489,173,3,3,0,4,9,5,46,0,0.0,0,1,0,6,1
Ahmed Elmohamady,2000000,eg EGY,31,182,Premier League,0,Aston Villa,Defender,Right-Back,right,18,11,1031,9,21,0,0.2,2.6,1,1,5,1,1,9,66.7,25,55.6,633,76.5,424,91.8,718,2351,1410,11,6,5,29,25,17,114,0,0.0,0,1,0,5,0
BjĂ¶rn Engels,9000000,be BEL,24,194,Premier League,0,Aston Villa,Defender,Centre-Back,right,17,15,1447,9,21,0,0.8,0.1,1,0,7,1,0,2,100.0,58,67.4,605,83.1,461,98.3,776,2544,1455,26,7,19,111,9,4,128,0,0.0,0,1,0,2,2
Anwar El Ghazi,8000000,nl NED,24,189,Premier League,0,Aston Villa,Forward,Right Winger,right,34,26,2051,9,21,0,6.0,2.8,4,4,50,19,6,56,62.5,31,37.3,615,65.4,606,66.4,843,4373,2616,18,17,1,12,17,10,122,0,0.0,0,3,0,41,0
Jack Grealish,30000000,eng ENG,23,180,Premier League,0,Aston Villa,Midfielder,Attacking Midfield,right,36,36,3233,9,21,0,6.5,7.0,8,6,72,22,15,120,59.2,17,32.7,1538,79.1,1467,82.6,2029,15466,9108,55,43,12,13,36,28,253,0,0.0,0,8,0,78,1
Frederic Guilbert,7000000,fr FRA,24,178,Premier League,0,Aston Villa,Defender,Right-Back,right,25,22,2041,9,21,0,0.4,1.5,0,2,8,3,4,41,58.5,42,41.2,1026,67.0,639,88.8,1359,3649,2098,65,52,13,87,82,38,220,0,0.0,0,7,0,32,1
Kortney Hause,6000000,eng ENG,24,191,Premier League,0,Aston Villa,Defender,Centre-Back,left,18,17,1545,9,21,0,2.1,0.2,1,0,20,3,1,14,78.6,102,73.4,789,74.9,528,96.2,1024,3279,1619,46,24,22,114,27,22,245,0,0.0,0,3,0,14,5
Tom Heaton,4000000,eng ENG,33,188,Premier League,0,Aston Villa,Goalkeeper,Goalkeeper,right,20,20,1794,9,21,4,0.0,0.0,0,0,0,0,0,0,0.0,1,100.0,614,57.0,202,98.5,671,1225,699,0,0,0,1,0,0,84,67,0.677,0,0,0,0,0
Conor Hourihane,6000000,ie IRL,28,181,Premier League,0,Aston Villa,Midfielder,Central Midfield,left,27,18,1534,9,21,0,1.6,5.1,3,5,29,10,7,9,66.7,11,52.4,721,75.2,492,84.1,855,1693,724,27,21,6,24,21,14,127,0,0.0,0,4,0,11,0
Jota,2500000,es ESP,28,178,Premier League,0,Aston Villa,Forward,Right Winger,left,10,4,335,9,21,0,0.2,0.6,0,1,6,1,1,17,47.1,1,16.7,98,74.5,98,74.8,145,993,550,3,3,0,6,3,2,24,0,0.0,0,0,0,11,0
Jonathan Kodjia,3000000,ci CIV,29,189,Premier League,0,Aston Villa,Forward,Centre-Forward,right,6,0,117,9,21,0,0.1,0.0,0,0,2,0,0,2,100.0,5,55.6,30,63.3,29,46.8,49,207,99,2,0,2,2,0,0,5,0,0.0,0,1,0,2,0
Ezri Konsa,6000000,eng ENG,21,183,Premier League,0,Aston Villa,Defender,Centre-Back,right,25,24,2039,9,21,0,1.6,0.5,1,2,11,4,2,11,63.6,48,51.6,853,79.0,577,94.6,1067,2578,1385,55,32,23,83,27,18,205,0,0.0,0,3,0,6,3
Henri Lansbury,1000000,eng ENG,28,183,Premier League,0,Aston Villa,Midfielder,Central Midfield,right,10,2,195,9,21,0,0.1,0.1,0,0,2,0,0,1,100.0,2,25.0,81,74.1,61,75.3,105,190,58,6,6,0,1,5,2,26,0,0.0,0,0,0,1,0
Douglas Luiz,27000000,br BRA,21,175,Premier League,0,Aston Villa,Midfielder,Central Midfield,right,36,28,2612,9,21,0,2.3,1.4,3,2,39,12,3,41,73.2,32,49.2,1216,80.9,926,89.2,1521,6297,3394,64,46,18,44,52,33,320,0,0.0,0,8,0,28,2
John McGinn,16000000,sco SCO,24,178,Premier League,0,Aston Villa,Midfielder,Central Midfield,left,28,27,2312,9,21,0,3.8,2.4,3,3,55,19,9,69,76.8,22,42.3,772,75.6,684,82.8,1105,5339,2811,32,30,2,20,58,40,205,0,0.0,0,3,0,57,1
Tyrone Mings,22000000,eng ENG,26,195,Premier League,0,Aston Villa,Defender,Centre-Back,left,33,33,2902,9,21,0,1.1,0.7,2,2,9,4,2,14,78.6,66,62.3,1333,79.1,973,97.6,1694,6822,2777,72,17,55,223,25,17,330,0,0.0,0,7,0,8,7
Wesley Moraes,20000000,br BRA,22,191,Premier League,0,Aston Villa,Forward,Centre-Forward,right,21,21,1782,9,21,0,5.0,0.8,5,1,35,17,3,22,63.6,58,38.7,377,73.5,437,50.0,599,1723,566,18,12,6,26,14,10,60,0,0.0,0,3,0,30,0
Marvelous Nakamba,8000000,zw ZIM,25,177,Premier League,0,Aston Villa,Midfielder,Defensive Midfield,left,29,19,1836,9,21,0,0.2,0.4,0,0,7,1,1,20,70.0,16,32.7,792,84.5,543,94.9,1013,2957,1086,61,50,11,34,65,47,236,0,0.0,0,5,0,14,1
Ărjan Nyland,1200000,no NOR,28,192,Premier League,0,Aston Villa,Goalkeeper,Goalkeeper,right,7,5,539,9,21,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,182,57.7,74,98.7,194,612,360,0,0,0,1,0,0,24,14,0.538,0,0,0,0,1
Pepe Reina,65000,es ESP,36,188,Premier League,0,Aston Villa,Goalkeeper,Goalkeeper,right,12,12,1080,9,21,2,0.0,0.0,0,0,0,0,1,0,0.0,0,0.0,395,68.9,175,99.4,427,1005,557,0,0,0,1,0,0,51,32,0.64,1,1,0,0,2
Mbwana Samatta,9000000,tz TAN,26,183,Premier League,0,Aston Villa,Forward,Centre-Forward,right,14,11,943,9,21,0,1.9,0.2,1,0,17,3,1,15,60.0,34,30.4,179,70.9,203,47.2,277,916,269,8,7,1,6,9,7,35,0,0.0,0,1,0,11,0
Matt Targett,10000000,eng ENG,23,183,Premier League,0,Aston Villa,Defender,Left-Back,left,28,27,2291,9,21,0,0.5,2.7,1,2,7,4,5,23,43.5,32,46.4,1219,73.3,771,92.6,1501,3294,1853,68,59,9,88,57,33,240,0,0.0,0,4,0,20,1
Neil Taylor,2000000,wal WAL,30,176,Premier League,0,Aston Villa,Defender,Left-Back,left,14,11,1091,9,21,0,0.3,0.2,0,0,3,0,2,3,66.7,10,38.5,513,79.9,322,88.7,631,1122,571,38,33,5,32,20,10,94,0,0.0,0,2,0,2,0
TrĂ©zĂ©guet,8000000,eg EGY,24,179,Premier League,0,Aston Villa,Forward,Left Winger,right,34,20,1950,9,21,0,3.9,0.8,6,1,50,17,2,75,53.3,28,37.8,445,66.3,518,60.6,775,4419,2751,41,39,2,17,42,28,94,0,0.0,0,4,1,29,0
Indiana Vassilev,25000,us USA,18,175,Premier League,0,Aston Villa,Forward,Left Winger,left,4,0,51,9,21,0,0.0,0.0,0,0,1,0,0,2,50.0,0,0.0,11,72.7,10,32.3,16,79,20,0,0,0,0,1,1,3,0,0.0,0,0,0,1,0
Guilherme Arana,2000000,br BRA,22,176,Serie A,1,Atalanta,Defender,Left-Back,left,4,0,80,23,6,0,0.0,0.0,0,0,1,0,0,2,0.0,0,0.0,54,77.8,39,92.9,68,243,128,2,2,0,2,5,2,9,0,0.0,0,0,0,1,0
Musa Barrow,11000000,gm GAM,20,184,Serie A,1,Atalanta,Forward,Centre-Forward,right,7,1,190,23,6,0,1.8,0.6,0,2,10,4,2,6,83.3,4,26.7,52,82.7,71,48.0,93,446,211,3,3,0,1,1,1,13,0,0.0,0,0,0,9,0
Raoul Bellanova,90000,it ITA,19,188,Serie A,1,Atalanta,Defender,Right-Back,right,1,0,18,23,6,0,0.1,0.0,0,0,2,0,0,0,0.0,0,0.0,13,92.3,14,100.0,15,44,15,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
Mattia Caldara,11000000,it ITA,25,187,Serie A,1,Atalanta,Defender,Centre-Back,right,14,11,959,23,6,0,0.2,0.4,0,1,4,0,1,2,100.0,33,63.5,424,89.9,289,97.3,531,1711,766,16,9,7,45,25,14,124,0,0.0,0,1,0,3,2
Timothy Castagne,16000000,be BEL,23,180,Serie A,1,Atalanta,Defender,Right-Back,right,27,19,1769,23,6,0,1.6,2.5,1,2,17,4,7,25,56.0,33,57.9,1133,84.0,881,88.6,1322,4145,2181,49,44,5,30,39,23,159,0,0.0,0,4,0,9,0
Ebrima Colley,80000,gm GAM,19,179,Serie A,1,Atalanta,Forward,Left Winger,right,5,0,82,23,6,0,0.4,0.6,0,1,5,2,1,5,80.0,1,50.0,42,88.1,49,79.0,68,421,223,2,2,0,0,2,1,12,0,0.0,0,1,0,5,0
Jacopo Da Riva,20000,it ITA,18,187,Serie A,1,Atalanta,Midfielder,Central Midfield,both,1,0,1,23,6,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2,100.0,2,100.0,2,7,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
Berat Djimsiti,12000000,al ALB,26,190,Serie A,1,Atalanta,Defender,Centre-Back,right,34,32,2783,23,6,0,1.8,0.5,2,1,22,3,1,17,76.5,116,73.4,1834,87.9,1394,96.3,2162,6508,3079,38,21,17,157,55,25,366,0,0.0,0,5,0,8,1
Remo Freuler,20000000,ch SUI,27,180,Serie A,1,Atalanta,Midfielder,Central Midfield,right,31,28,2337,23,6,0,1.9,2.6,2,2,19,7,7,37,56.8,14,37.8,1666,87.9,1353,94.0,1941,7953,4055,60,54,6,37,63,48,283,0,0.0,0,3,0,22,0
Pierluigi Gollini,13000000,it ITA,24,194,Serie A,1,Atalanta,Goalkeeper,Goalkeeper,right,33,33,2884,23,6,8,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,968,74.9,414,99.5,1037,2757,1423,0,0,0,1,0,0,185,78,0.681,0,3,0,0,0
Papu GĂłmez,15000000,ar ARG,31,165,Serie A,1,Atalanta,Forward,Second Striker,right,36,34,2842,23,6,0,8.7,10.3,7,16,96,41,32,122,61.5,4,17.4,2012,79.4,1867,88.4,2405,16185,10202,35,35,0,10,31,24,211,0,0.0,0,2,0,50,1
Robin Gosens,20000000,de GER,25,183,Serie A,1,Atalanta,Defender,Left-Back,left,34,31,2617,23,6,0,5.9,3.4,9,7,52,20,12,46,34.8,43,65.2,1503,78.4,1250,89.8,1840,6066,3729,56,45,11,58,60,32,225,0,0.0,0,3,0,17,0
Hans Hateboer,12000000,nl NED,25,185,Serie A,1,Atalanta,Defender,Right-Back,right,32,25,2356,23,6,0,1.6,3.5,0,4,19,3,9,25,40.0,35,53.8,1438,84.8,1177,87.6,1677,6569,4049,42,36,6,35,42,24,142,0,0.0,0,10,0,20,0
Josip Ilicic,15000000,si SVN,31,190,Serie A,1,Atalanta,Forward,Second Striker,left,26,21,1663,23,6,0,9.2,6.9,15,5,81,36,22,109,57.8,3,12.0,964,80.2,1049,80.1,1306,7714,4469,19,19,0,6,28,21,105,0,0.0,0,1,1,65,0
Simon KjĂ¦r,7000000,dk DEN,30,191,Serie A,1,Atalanta,Defender,Centre-Back,right,5,3,292,23,6,0,0.1,0.0,0,0,1,1,1,1,0.0,10,47.6,143,91.6,104,98.1,183,479,184,11,7,4,19,4,3,33,0,0.0,0,2,0,0,1
JosĂ© Luis Palomino,8000000,ar ARG,29,188,Serie A,1,Atalanta,Defender,Centre-Back,left,30,28,2480,23,6,0,2.4,1.2,2,1,15,3,2,6,66.7,83,68.0,1318,87.1,899,98.5,1667,5317,2067,58,42,16,145,93,51,339,0,0.0,0,5,0,8,1
Ruslan Malinovskyi,11000000,ua UKR,26,181,Serie A,1,Atalanta,Midfielder,Attacking Midfield,left,34,12,1535,23,6,0,4.7,5.1,8,3,78,27,9,82,73.2,13,35.1,979,79.6,972,87.6,1267,6430,3330,16,14,2,8,21,15,133,0,0.0,0,7,1,45,0
Andrea Masiello,1000000,it ITA,33,184,Serie A,1,Atalanta,Defender,Centre-Back,right,7,7,543,23,6,0,0.0,0.2,0,0,0,0,1,1,100.0,11,68.8,297,87.2,220,98.2,358,986,503,12,8,4,32,14,13,51,0,0.0,0,1,0,2,0
Luis Muriel,15000000,co COL,28,179,Serie A,1,Atalanta,Forward,Centre-Forward,right,34,10,1260,23,6,0,13.9,4.0,18,1,72,34,7,62,50.0,28,41.2,524,71.9,600,69.9,798,4338,2431,17,17,0,2,16,8,94,0,0.0,0,1,0,57,0
Mario PaĹˇaliÄ‡,25000000,hr CRO,24,188,Serie A,1,Atalanta,Midfielder,Central Midfield,right,35,30,2417,23,6,0,10.1,3.0,9,5,59,17,9,40,55.0,47,51.1,1446,88.4,1317,87.8,1735,7293,3313,33,26,7,35,44,30,227,0,0.0,0,6,0,28,0
Roberto Piccoli,1000000,it ITA,18,190,Serie A,1,Atalanta,Forward,Centre-Forward,right,1,0,17,23,6,0,0.4,0.0,0,0,1,0,0,0,0.0,0,0.0,6,83.3,7,46.7,9,31,6,1,1,0,0,0,0,1,0,0.0,0,0,0,0,0
Marten de Roon,19000000,nl NED,28,185,Serie A,1,Atalanta,Midfielder,Defensive Midfield,right,35,29,2721,23,6,0,1.7,2.1,2,5,31,6,10,19,63.2,42,54.5,2021,87.0,1638,95.8,2300,7816,3808,52,44,8,59,75,49,356,0,0.0,0,12,0,19,1
Francesco Rossi,10000,it ITA,28,193,Serie A,1,Atalanta,Goalkeeper,Goalkeeper,right,1,0,11,23,6,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,3,100.0,2,100.0,3,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0
Marco Sportiello,2000000,it ITA,27,192,Serie A,1,Atalanta,Goalkeeper,Goalkeeper,right,6,5,525,23,6,2,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,152,85.5,73,100.0,161,325,150,0,0,0,0,0,0,26,14,0.737,0,0,0,0,0
Bosko Sutalo,3000000,hr CRO,19,188,Serie A,1,Atalanta,Defender,Centre-Back,right,7,3,280,23,6,0,0.1,0.1,0,0,1,0,0,4,75.0,11,57.9,172,87.2,135,96.4,205,873,456,4,4,0,9,3,2,41,0,0.0,0,1,0,7,1
Adrien Tameze,4500000,cm CMR,25,180,Serie A,1,Atalanta,Midfielder,Defensive Midfield,right,7,2,211,23,6,0,0.0,0.2,0,0,0,0,3,7,71.4,5,83.3,200,89.5,176,99.4,217,827,428,5,4,1,3,4,3,26,0,0.0,0,0,0,2,0
Rafael TolĂłi,12000000,br BRA,28,185,Serie A,1,Atalanta,Defender,Centre-Back,right,33,29,2608,23,6,0,2.5,1.8,2,6,27,11,10,21,76.2,56,65.9,1654,82.4,1293,97.0,1980,7725,4411,50,28,22,147,69,51,304,0,0.0,0,11,0,18,1
Amad TraorĂ©,12000000,ci CIV,17,173,Serie A,1,Atalanta,Forward,Right Winger,left,3,0,27,23,6,0,0.1,0.1,1,0,1,1,0,2,100.0,0,0.0,19,63.2,20,80.0,23,129,82,0,0,0,0,1,1,1,0,0.0,0,0,0,1,0
DuvĂˇn Zapata,36000000,co COL,28,189,Serie A,1,Atalanta,Forward,Centre-Forward,right,28,25,2026,23,6,0,14.1,4.5,18,6,87,35,12,59,54.2,41,40.2,601,76.2,763,61.3,968,4232,1931,24,15,9,6,7,4,95,0,0.0,0,1,0,67,0
Aritz Aduriz,800,es ESP,38,181,La Liga,0,Athletic Club,Forward,Centre-Forward,right,14,0,208,13,13,0,1.3,0.0,1,0,6,3,0,2,100.0,20,76.9,57,57.9,64,54.7,82,147,46,0,0,0,3,1,1,7,0,0.0,0,3,0,2,0
Yeray Ălvarez,24000000,es ESP,24,182,La Liga,0,Athletic Club,Defender,Centre-Back,right,32,32,2810,13,13,0,1.2,0.5,0,0,12,2,1,13,84.6,88,59.1,1403,81.9,1021,98.5,1817,6375,3552,58,35,23,264,39,25,326,0,0.0,0,2,0,10,2
Mikel Balenziaga,1000000,es ESP,31,177,La Liga,0,Athletic Club,Defender,Left-Back,left,9,6,563,13,13,0,0.1,0.0,0,0,3,0,0,2,50.0,11,84.6,258,72.9,145,91.2,317,775,426,17,14,3,19,11,5,64,0,0.0,0,1,0,2,0
Yuri Berchiche,16000000,es ESP,29,181,La Liga,0,Athletic Club,Defender,Left-Back,left,33,32,2850,13,13,0,1.4,2.6,2,1,35,9,3,71,66.2,49,66.2,1695,79.7,1202,88.6,2079,8623,5042,75,70,5,69,50,31,320,0,0.0,0,7,0,27,0
Ander Capa,6000000,es ESP,27,175,La Liga,0,Athletic Club,Defender,Right-Back,right,35,32,2872,13,13,0,1.1,3.4,3,4,17,7,6,76,68.4,43,69.4,1598,74.3,1003,87.8,1951,6938,4595,56,50,6,99,58,32,301,0,0.0,0,10,0,43,0
IĂ±igo CĂłrdoba,3000000,es ESP,22,180,La Liga,0,Athletic Club,Forward,Left Winger,left,24,21,1442,13,13,0,1.5,1.1,1,4,25,8,6,32,53.1,17,48.6,458,69.0,442,73.1,652,2334,1275,39,38,1,11,26,14,106,0,0.0,0,4,0,20,0
BeĂ±at Etxebarria,2000000,es ESP,32,176,La Liga,0,Athletic Club,Midfielder,Central Midfield,right,11,3,394,13,13,0,0.1,0.5,0,0,5,2,1,1,0.0,5,55.6,194,83.0,129,91.5,235,457,227,8,7,1,8,7,4,43,0,0.0,0,0,0,4,0
Dani GarcĂ­a,4000000,es ESP,29,179,La Liga,0,Athletic Club,Midfielder,Central Midfield,right,36,33,3029,13,13,0,0.5,1.0,0,1,14,0,1,11,81.8,52,53.6,1471,83.3,1014,95.1,1782,4174,1866,52,45,7,102,74,43,455,0,0.0,0,11,0,19,1
RaĂşl GarcĂ­a,4500000,es ESP,33,0,La Liga,0,Athletic Club,Forward,Centre-Forward,right,35,33,2869,13,13,0,10.8,0.9,15,1,0,0,4,16,50.0,186,53.9,136,65.4,925,65.6,1366,2981,1530,10,9,1,7,7,5,196,0,0.0,0,11,0,29,0
Ibai GĂłmez,3000000,es ESP,29,178,La Liga,0,Athletic Club,Forward,Right Winger,right,17,6,695,13,13,0,1.3,1.5,0,0,14,5,2,15,53.3,2,25.0,319,63.3,235,74.8,400,1121,540,11,11,0,4,5,3,54,0,0.0,0,0,0,20,0
Iago HerrerĂ­n,2000000,es ESP,31,187,La Liga,0,Athletic Club,Goalkeeper,Goalkeeper,right,5,4,425,13,13,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,169,59.8,76,100.0,175,527,362,0,0,0,0,0,0,28,9,0.5,0,0,0,0,0
Kenan Kodro,80000,ba BIH,25,188,La Liga,0,Athletic Club,Forward,Centre-Forward,right,12,4,364,13,13,0,0.2,0.0,1,0,4,2,0,3,100.0,19,54.3,86,64.0,86,53.1,119,308,91,2,2,0,3,1,0,16,0,0.0,0,0,0,6,0
Larra,2000000,es ESP,21,180,La Liga,0,Athletic Club,Forward,Right Winger,right,10,2,250,13,13,0,0.1,0.1,0,0,3,1,1,7,42.9,5,38.5,77,58.4,85,58.6,112,501,228,5,5,0,1,2,1,8,0,0.0,0,0,0,6,0
IĂ±igo Lekue,1000000,es ESP,26,180,La Liga,0,Athletic Club,Defender,Right-Back,right,14,6,623,13,13,0,0.2,0.8,0,1,3,0,2,37,29.7,9,47.4,283,68.9,241,79.3,388,1822,1144,12,12,0,12,23,15,48,0,0.0,0,0,0,13,0
Unai LĂłpez,2000000,es ESP,23,170,La Liga,0,Athletic Club,Midfielder,Central Midfield,right,26,24,1787,13,13,0,0.8,3.0,1,4,28,9,5,23,82.6,24,50.0,1210,83.0,919,92.2,1374,5010,2120,19,17,2,23,38,27,212,0,0.0,0,6,0,25,1
Ă“scar de Marcos,3000000,es ESP,30,182,La Liga,0,Athletic Club,Defender,Right-Back,right,13,6,541,13,13,0,0.1,1.0,0,1,1,0,1,4,50.0,7,35.0,228,73.7,164,75.6,275,935,502,13,13,0,8,5,0,40,0,0.0,0,1,0,3,0
IĂ±igo MartĂ­nez,25000000,es ESP,28,182,La Liga,0,Athletic Club,Defender,Centre-Back,left,33,33,2970,13,13,0,1.7,0.9,1,1,27,4,3,11,72.7,101,63.9,1500,79.3,1055,96.9,1904,7325,3949,43,27,16,244,55,31,351,0,0.0,0,10,0,7,2
Iker Muniain,14000000,es ESP,26,169,La Liga,0,Athletic Club,Forward,Left Winger,right,31,26,2382,13,13,0,4.0,2.2,5,2,28,13,7,93,58.1,8,27.6,1093,82.6,1034,83.4,1358,6193,3320,17,17,0,7,34,23,165,0,0.0,0,4,1,46,0
Unai NĂşĂ±ez,16000000,es ESP,22,186,La Liga,0,Athletic Club,Defender,Centre-Back,right,20,16,1572,13,13,0,0.4,0.1,0,0,8,3,1,7,85.7,52,61.2,682,86.1,526,98.1,874,2854,1518,30,13,17,125,13,10,146,0,0.0,0,7,0,4,0
Mikel San JosĂ©,4000000,es ESP,30,187,La Liga,0,Athletic Club,Midfielder,Defensive Midfield,right,9,3,359,13,13,0,0.5,0.0,0,0,6,1,0,4,0.0,15,60.0,125,74.4,98,80.3,176,286,120,6,5,1,17,8,7,36,0,0.0,0,3,0,0,0
Oihan Sancet,2000000,es ESP,19,188,La Liga,0,Athletic Club,Midfielder,Attacking Midfield,right,17,9,741,13,13,0,0.9,0.7,1,1,9,5,3,28,60.7,8,40.0,208,80.8,233,75.4,313,1365,607,7,7,0,3,8,6,48,0,0.0,0,1,0,21,0
Unai SimĂłn,16000000,es ESP,22,190,La Liga,0,Athletic Club,Goalkeeper,Goalkeeper,right,34,34,2991,13,13,12,0.0,0.0,0,0,0,0,0,1,0.0,0,0.0,1107,58.7,479,99.6,1172,3008,1786,1,1,0,1,0,0,161,78,0.767,0,2,1,0,1
Mikel Vesga,2000000,es ESP,26,191,La Liga,0,Athletic Club,Midfielder,Defensive Midfield,left,20,13,1269,13,13,0,0.8,0.7,0,1,14,3,3,14,57.1,37,60.7,573,78.4,409,90.9,730,2258,1042,28,22,6,26,34,23,173,0,0.0,0,3,0,10,1
Asier Villalibre,3000000,es ESP,21,184,La Liga,0,Athletic Club,Forward,Centre-Forward,left,19,5,531,13,13,0,2.8,0.0,3,0,17,5,0,11,45.5,30,51.7,110,63.6,136,45.8,178,734,471,4,4,0,3,4,2,24,0,0.0,0,0,0,10,0
IĂ±aki Williams,40000000,es ESP,25,186,La Liga,0,Athletic Club,Forward,Centre-Forward,right,38,34,2939,13,13,0,7.3,2.6,6,1,45,21,9,84,59.5,48,36.6,710,71.8,846,55.9,1074,5784,3379,14,12,2,30,17,13,119,0,0.0,0,3,0,71,0
