"case","alt","choice","dist","cost","ivt","ovt","freq","income","urban","noalt"
172,"train",0,362,61.35,237,94,4,70,1,4
172,"air",1,362,152.65,56,93,9,70,1,4
172,"bus",0,362,27.27,301,83,8,70,1,4
172,"car",0,362,68.78,242,0,0,70,1,4
173,"train",0,362,61.35,237,94,4,70,1,4
173,"air",1,362,152.65,56,93,9,70,1,4
173,"bus",0,362,27.27,301,83,8,70,1,4
173,"car",0,362,68.78,242,0,0,70,1,4
174,"train",0,362,61.35,237,94,4,70,1,4
174,"air",1,362,152.65,56,93,9,70,1,4
174,"bus",0,362,27.27,301,83,8,70,1,4
174,"car",0,362,68.78,242,0,0,70,1,4
175,"train",0,362,61.35,237,94,4,25,1,4
175,"air",0,362,152.65,56,93,9,25,1,4
175,"bus",0,362,27.27,301,83,8,25,1,4
175,"car",1,362,68.78,242,0,0,25,1,4
176,"train",0,362,61.35,237,94,4,70,1,4
176,"air",0,362,152.65,56,93,9,70,1,4
176,"bus",0,362,27.27,301,83,8,70,1,4
176,"car",1,362,68.78,242,0,0,70,1,4
177,"train",0,362,61.35,237,94,4,45,1,4
177,"air",0,362,152.65,56,93,9,45,1,4
177,"bus",0,362,27.27,301,83,8,45,1,4
177,"car",1,362,68.78,242,0,0,45,1,4
178,"train",0,362,61.35,237,94,4,55,1,4
178,"air",0,362,152.65,56,93,9,55,1,4
178,"bus",0,362,27.27,301,83,8,55,1,4
178,"car",1,362,68.78,242,0,0,55,1,4
179,"train",0,362,61.35,237,94,4,55,1,4
179,"air",0,362,152.65,56,93,9,55,1,4
179,"bus",0,362,27.27,301,83,8,55,1,4
179,"car",1,362,68.78,242,0,0,55,1,4
180,"train",0,362,61.35,237,94,4,70,1,4
180,"air",0,362,152.65,56,93,9,70,1,4
180,"bus",0,362,27.27,301,83,8,70,1,4
180,"car",1,362,68.78,242,0,0,70,1,4
181,"train",1,365,60.85,237,94,4,45,1,4
181,"air",0,365,154.45,56,99,9,45,1,4
181,"bus",0,365,27.42,301,86,8,45,1,4
181,"car",0,365,69.35,245,0,0,45,1,4
182,"train",1,365,60.85,237,94,4,70,1,4
182,"air",0,365,154.45,56,99,9,70,1,4
182,"bus",0,365,27.42,301,86,8,70,1,4
182,"car",0,365,69.35,245,0,0,70,1,4
183,"train",0,365,60.85,237,94,4,70,1,4
183,"air",1,365,154.45,56,99,9,70,1,4
183,"bus",0,365,27.42,301,86,8,70,1,4
183,"car",0,365,69.35,245,0,0,70,1,4
184,"train",0,365,60.85,237,94,4,70,1,4
184,"air",1,365,154.45,56,99,9,70,1,4
184,"bus",0,365,27.42,301,86,8,70,1,4
184,"car",0,365,69.35,245,0,0,70,1,4
185,"train",0,365,60.85,237,94,4,25,1,4
185,"air",0,365,154.45,56,99,9,25,1,4
185,"bus",0,365,27.42,301,86,8,25,1,4
185,"car",1,365,69.35,245,0,0,25,1,4
186,"train",0,365,60.85,237,94,4,45,1,4
186,"air",0,365,154.45,56,99,9,45,1,4
186,"bus",0,365,27.42,301,86,8,45,1,4
186,"car",1,365,69.35,245,0,0,45,1,4
187,"train",0,365,60.85,237,94,4,70,1,4
187,"air",0,365,154.45,56,99,9,70,1,4
187,"bus",0,365,27.42,301,86,8,70,1,4
187,"car",1,365,69.35,245,0,0,70,1,4
188,"train",0,365,60.85,237,94,4,25,1,4
188,"air",0,365,154.45,56,99,9,25,1,4
188,"bus",0,365,27.42,301,86,8,25,1,4
188,"car",1,365,69.35,245,0,0,25,1,4
189,"train",0,365,60.85,237,94,4,45,1,4
189,"air",0,365,154.45,56,99,9,45,1,4
189,"bus",0,365,27.42,301,86,8,45,1,4
189,"car",1,365,69.35,245,0,0,45,1,4
190,"train",0,377,61.85,237,108,4,45,0,4
190,"air",0,377,146.2,56,84,9,45,0,4
190,"bus",0,377,26.67,301,88,8,45,0,4
190,"car",1,377,71.63,262,0,0,45,0,4
191,"train",0,380,62.85,237,112,4,70,0,4
191,"air",1,380,154.2,56,104,9,70,0,4
191,"bus",0,380,31.67,301,93,8,70,0,4
191,"car",0,380,72.2,265,0,0,70,0,4
192,"train",0,380,62.85,237,112,4,70,0,4
192,"air",1,380,154.2,56,104,9,70,0,4
192,"bus",0,380,31.67,301,93,8,70,0,4
192,"car",0,380,72.2,265,0,0,70,0,4
193,"train",0,380,62.85,237,112,4,45,0,4
193,"air",0,380,154.2,56,104,9,45,0,4
193,"bus",0,380,31.67,301,93,8,45,0,4
193,"car",1,380,72.2,265,0,0,45,0,4
194,"train",0,380,62.85,237,112,4,35,0,4
194,"air",0,380,154.2,56,104,9,35,0,4
194,"bus",0,380,31.67,301,93,8,35,0,4
194,"car",1,380,72.2,265,0,0,35,0,4
195,"train",0,380,62.85,237,112,4,70,0,4
195,"air",0,380,154.2,56,104,9,70,0,4
195,"bus",0,380,31.67,301,93,8,70,0,4
195,"car",1,380,72.2,265,0,0,70,0,4
196,"train",0,380,61.85,237,94,4,45,0,4
196,"air",0,380,155.2,56,99,9,45,0,4
196,"bus",0,380,26.67,301,83,8,45,0,4
196,"car",1,380,72.2,265,0,0,45,0,4
197,"train",0,409,62.85,237,124,4,55,0,4
197,"air",0,409,150.2,56,114,9,55,0,4
197,"bus",0,409,26.67,301,113,8,55,0,4
197,"car",1,409,77.71,276,0,0,55,0,4
198,"train",0,409,62.85,237,124,4,70,0,4
198,"air",0,409,150.2,56,114,9,70,0,4
198,"bus",0,409,26.67,301,113,8,70,0,4
198,"car",1,409,77.71,276,0,0,70,0,4
199,"train",0,393,62.85,237,112,4,70,0,4
199,"air",0,393,150.2,56,109,9,70,0,4
199,"bus",0,393,26.67,301,103,8,70,0,4
199,"car",1,393,74.67,258,0,0,70,0,4
200,"train",0,405,64.65,317,59,3,55,0,3
200,"air",1,405,154.2,56,134,9,55,0,3
200,"car",0,405,76.95,262,0,0,55,0,3
201,"train",0,428,70.85,237,144,4,15,0,3
201,"air",0,428,154.2,56,134,9,15,0,3
201,"car",1,428,81.32,277,0,0,15,0,3
202,"train",0,320,46.65,117,124,4,45,0,2
202,"car",1,320,60.8,240,0,0,45,0,2
203,"train",0,433,64.25,316,94,2,70,0,3
203,"air",0,433,148.75,56,122,9,70,0,3
203,"car",1,433,82.27,314,0,0,70,0,3
204,"train",0,476,70.85,237,114,4,70,0,3
204,"air",0,476,150.2,56,124,9,70,0,3
204,"car",1,476,90.44,313,0,0,70,0,3
205,"air",0,496,164.2,56,149,9,70,0,2
205,"car",1,496,94.24,318,0,0,70,0,2
206,"train",0,608,83.65,391,74,3,35,0,3
206,"air",0,608,178.5,161,99,6,35,0,3
206,"car",1,608,115.52,402,0,0,35,0,3
207,"train",1,592,88.75,430,64,3,35,0,3
207,"air",0,592,175.65,161,67,6,35,0,3
207,"car",0,592,112.48,373,0,0,35,0,3
208,"train",1,592,88.75,430,64,3,70,0,3
208,"air",0,592,175.65,161,67,6,70,0,3
208,"car",0,592,112.48,373,0,0,70,0,3
209,"train",0,592,88.75,430,64,3,70,0,3
209,"air",1,592,175.65,161,67,6,70,0,3
209,"car",0,592,112.48,373,0,0,70,0,3
210,"train",0,737,106.65,573,84,2,35,1,3
210,"air",0,737,207.8,181,84,9,35,1,3
210,"car",1,737,140.03,493,0,0,35,1,3
211,"train",1,771,104.65,573,73,2,30,1,3
211,"air",0,771,204.4,181,79,9,30,1,3
211,"car",0,771,146.49,500,0,0,30,1,3
212,"train",1,771,104.65,573,73,2,55,1,3
212,"air",0,771,204.4,181,79,9,55,1,3
212,"car",0,771,146.49,500,0,0,55,1,3
213,"train",0,771,104.65,573,73,2,70,1,3
213,"air",1,771,204.4,181,79,9,70,1,3
213,"car",0,771,146.49,500,0,0,70,1,3
214,"train",0,771,104.65,573,73,2,30,1,3
214,"air",1,771,204.4,181,79,9,30,1,3
214,"car",0,771,146.49,500,0,0,30,1,3
215,"train",0,771,104.65,573,73,2,70,1,3
215,"air",1,771,204.4,181,79,9,70,1,3
215,"car",0,771,146.49,500,0,0,70,1,3
216,"train",0,771,104.65,573,73,2,55,1,3
216,"air",1,771,204.4,181,79,9,55,1,3
216,"car",0,771,146.49,500,0,0,55,1,3
217,"train",0,771,104.65,573,73,2,55,1,3
217,"air",1,771,204.4,181,79,9,55,1,3
217,"car",0,771,146.49,500,0,0,55,1,3
218,"train",0,771,104.65,573,73,2,55,1,3
218,"air",1,771,204.4,181,79,9,55,1,3
218,"car",0,771,146.49,500,0,0,55,1,3
219,"train",0,771,104.65,573,73,2,35,1,3
219,"air",0,771,204.4,181,79,9,35,1,3
219,"car",1,771,146.49,500,0,0,35,1,3
220,"train",0,771,104.65,573,73,2,15,1,3
220,"air",0,771,204.4,181,79,9,15,1,3
220,"car",1,771,146.49,500,0,0,15,1,3
221,"train",0,893,107.35,580,74,2,70,1,3
221,"air",1,893,226.15,170,80,9,70,1,3
221,"car",0,893,169.67,562,0,0,70,1,3
222,"train",1,883,109.8,599,74,2,25,1,3
222,"air",0,883,228.9,170,84,9,25,1,3
222,"car",0,883,167.77,549,0,0,25,1,3
223,"train",1,883,109.8,599,74,2,25,1,3
223,"air",0,883,228.9,170,84,9,25,1,3
223,"car",0,883,167.77,549,0,0,25,1,3
224,"train",0,883,109.8,599,74,2,70,1,3
224,"air",1,883,228.9,170,84,9,70,1,3
224,"car",0,883,167.77,549,0,0,70,1,3
225,"train",0,883,109.8,599,74,2,35,1,3
225,"air",1,883,228.9,170,84,9,35,1,3
225,"car",0,883,167.77,549,0,0,35,1,3
226,"train",0,883,109.8,599,74,2,45,1,3
226,"air",0,883,228.9,170,84,9,45,1,3
226,"car",1,883,167.77,549,0,0,45,1,3
227,"train",0,83,32,50,85,4,45,0,2
227,"car",1,83,15.77,74,0,0,45,0,2
228,"train",0,83,32,50,85,4,70,0,2
228,"car",1,83,15.77,74,0,0,70,0,2
229,"train",0,182,44.15,117,85,4,35,0,3
229,"bus",0,182,22.72,149,105,8,35,0,3
229,"car",1,182,34.58,131,0,0,35,0,3
230,"train",0,323,67.4,209,105,4,70,0,3
230,"air",0,323,163.6,56,145,9,70,0,3
230,"car",1,323,61.37,220,0,0,70,0,3
231,"train",0,170,44.4,117,95,4,15,0,3
231,"bus",0,170,22.72,149,79,8,15,0,3
231,"car",1,170,32.3,123,0,0,15,0,3
232,"train",0,166,40.9,117,75,4,70,0,3
232,"bus",0,166,22.22,149,74,8,70,0,3
232,"car",1,166,31.54,126,0,0,70,0,3
233,"train",0,166,40.9,117,75,4,70,0,3
233,"bus",0,166,22.22,149,74,8,70,0,3
233,"car",1,166,31.54,126,0,0,70,0,3
234,"train",0,166,40.9,117,75,4,45,0,3
234,"bus",0,166,22.22,149,74,8,45,0,3
234,"car",1,166,31.54,126,0,0,45,0,3
235,"train",0,166,40.9,117,75,4,35,0,3
235,"bus",0,166,22.22,149,74,8,35,0,3
235,"car",1,166,31.54,126,0,0,35,0,3
236,"train",0,166,40.9,117,75,4,45,0,3
236,"bus",0,166,22.22,149,74,8,45,0,3
236,"car",1,166,31.54,126,0,0,45,0,3
237,"train",0,166,41.4,117,79,4,15,0,3
237,"bus",0,166,22.72,149,79,8,15,0,3
237,"car",1,166,31.54,126,0,0,15,0,3
238,"train",0,209,44.9,117,100,4,70,0,2
238,"car",1,209,39.71,148,0,0,70,0,2
239,"train",0,257,47.4,260,75,2,45,0,3
239,"air",0,257,163.3,56,135,9,45,0,3
239,"car",1,257,48.83,173,0,0,45,0,3
240,"train",0,261,48.4,260,77,2,45,0,3
240,"air",0,261,158.3,56,140,9,45,0,3
240,"car",1,261,49.59,178,0,0,45,0,3
241,"train",0,295,58,215,74,4,70,0,3
241,"air",0,295,150.3,56,100,9,70,0,3
241,"car",1,295,56.05,208,0,0,70,0,3
242,"train",0,298,59.5,215,90,4,55,0,3
242,"air",0,298,150.3,56,106,9,55,0,3
242,"car",1,298,56.62,210,0,0,55,0,3
243,"train",1,355,59,215,85,4,70,0,4
243,"air",0,355,146.9,56,91,9,70,0,4
243,"bus",0,355,30.37,301,79,8,70,0,4
243,"car",0,355,67.45,256,0,0,70,0,4
244,"train",0,355,59,215,85,4,70,0,4
244,"air",0,355,146.9,56,91,9,70,0,4
244,"bus",0,355,30.37,301,79,8,70,0,4
244,"car",1,355,67.45,256,0,0,70,0,4
245,"train",0,343,61.6,237,105,4,55,1,4
245,"air",1,343,155.3,56,83,9,55,1,4
245,"bus",0,343,30.67,301,99,8,55,1,4
245,"car",0,343,65.17,240,0,0,55,1,4
246,"train",1,332,59.75,237,80,4,70,1,4
246,"air",0,332,159.9,56,103,9,70,1,4
246,"bus",0,332,30.19,301,84,8,70,1,4
246,"car",0,332,63.08,226,0,0,70,1,4
247,"train",0,340,62.1,237,105,4,70,1,4
247,"air",1,340,156.75,56,99,9,70,1,4
247,"bus",0,340,30.12,301,99,8,70,1,4
247,"car",0,340,64.6,237,0,0,70,1,4
248,"train",0,340,62.1,237,105,4,70,1,4
248,"air",1,340,156.75,56,99,9,70,1,4
248,"bus",0,340,30.12,301,99,8,70,1,4
248,"car",0,340,64.6,237,0,0,70,1,4
249,"train",0,358,63.6,237,123,4,35,0,4
249,"air",0,358,158.3,56,110,9,35,0,4
249,"bus",0,358,34.52,301,109,8,35,0,4
249,"car",1,358,68.02,260,0,0,35,0,4
250,"train",0,370,63.6,237,135,4,70,0,4
250,"air",1,370,154.3,56,115,9,70,0,4
250,"bus",0,370,29.52,301,129,8,70,0,4
250,"car",0,370,70.3,276,0,0,70,0,4
251,"train",0,387,63.6,237,135,4,70,0,4
251,"air",0,387,154.3,56,120,9,70,0,4
251,"bus",0,387,29.52,301,129,8,70,0,4
251,"car",1,387,73.53,271,0,0,70,0,4
252,"train",0,298,47.4,117,135,4,35,0,2
252,"car",1,298,56.62,234,0,0,35,0,2
253,"train",0,507,79.2,391,75,3,70,0,3
253,"air",0,507,182.6,161,105,6,70,0,3
253,"car",1,507,96.33,330,0,0,70,0,3
254,"train",0,745,103.6,547,70,2,55,0,3
254,"air",1,745,219.9,181,135,9,55,0,3
254,"car",0,745,141.55,473,0,0,55,0,3
255,"train",0,745,103.6,547,70,2,35,0,3
255,"air",0,745,219.9,181,135,9,35,0,3
255,"car",1,745,141.55,473,0,0,35,0,3
256,"train",1,749,105.4,573,84,2,34,1,3
256,"air",0,749,208.5,181,85,9,34,1,3
256,"car",0,749,142.31,494,0,0,34,1,3
257,"train",0,759,107.1,573,85,2,32,1,3
257,"air",1,759,209.9,181,85,9,32,1,3
257,"car",0,759,144.21,507,0,0,32,1,3
258,"train",0,121,45.15,117,95,4,15,0,3
258,"bus",0,121,22.92,149,116,8,15,0,3
258,"car",1,121,22.99,86,0,0,15,0,3
259,"train",0,121,45.15,117,95,4,45,0,3
259,"bus",0,121,22.92,149,116,8,45,0,3
259,"car",1,121,22.99,86,0,0,45,0,3
260,"train",0,262,68.4,209,115,4,35,0,3
260,"air",0,262,163.6,56,165,9,35,0,3
260,"car",1,262,49.78,175,0,0,35,0,3
261,"train",1,105,41.9,117,85,4,29,0,3
261,"bus",0,105,22.42,149,85,8,29,0,3
261,"car",0,105,19.95,80,0,0,29,0,3
262,"train",1,105,41.9,117,85,4,45,0,3
262,"bus",0,105,22.42,149,85,8,45,0,3
262,"car",0,105,19.95,80,0,0,45,0,3
263,"train",0,105,41.9,117,85,4,70,0,3
263,"bus",0,105,22.42,149,85,8,70,0,3
263,"car",1,105,19.95,80,0,0,70,0,3
264,"train",0,105,41.9,117,85,4,25,0,3
264,"bus",0,105,22.42,149,85,8,25,0,3
264,"car",1,105,19.95,80,0,0,25,0,3
265,"train",0,105,42.4,117,89,4,55,0,3
265,"bus",0,105,22.92,149,90,8,55,0,3
265,"car",1,105,19.95,80,0,0,55,0,3
266,"train",0,148,45.9,117,110,4,45,0,2
266,"car",1,148,28.12,102,0,0,45,0,2
267,"train",0,196,48.4,260,85,2,45,0,3
267,"air",0,196,163.3,56,155,9,45,0,3
267,"car",1,196,37.24,128,0,0,45,0,3
268,"train",0,196,48.4,260,85,2,15,0,3
268,"air",0,196,163.3,56,155,9,15,0,3
268,"car",1,196,37.24,128,0,0,15,0,3
269,"train",0,196,48.4,260,85,2,45,0,3
269,"air",0,196,163.3,56,155,9,45,0,3
269,"car",1,196,37.24,128,0,0,45,0,3
270,"train",0,217,57.4,209,90,4,70,0,3
270,"air",0,217,153.65,56,130,9,70,0,3
270,"car",1,217,41.23,149,0,0,70,0,3
271,"train",0,294,60,215,95,4,55,0,4
271,"air",0,294,146.9,56,111,9,55,0,4
271,"bus",0,294,30.57,301,90,8,55,0,4
271,"car",1,294,55.86,211,0,0,55,0,4
272,"train",1,271,60.75,237,90,4,70,1,4
272,"air",0,271,159.9,56,123,9,70,1,4
272,"bus",0,271,30.39,301,95,8,70,1,4
272,"car",0,271,51.49,181,0,0,70,1,4
273,"train",1,271,60.75,237,90,4,70,1,4
273,"air",0,271,159.9,56,123,9,70,1,4
273,"bus",0,271,30.39,301,95,8,70,1,4
273,"car",0,271,51.49,181,0,0,70,1,4
274,"train",1,271,60.75,237,90,4,55,1,4
274,"air",0,271,159.9,56,123,9,55,1,4
274,"bus",0,271,30.39,301,95,8,55,1,4
274,"car",0,271,51.49,181,0,0,55,1,4
275,"train",0,271,60.75,237,90,4,70,1,4
275,"air",0,271,159.9,56,123,9,70,1,4
275,"bus",0,271,30.39,301,95,8,70,1,4
275,"car",1,271,51.49,181,0,0,70,1,4
276,"train",0,271,60.75,237,90,4,35,1,4
276,"air",0,271,159.9,56,123,9,35,1,4
276,"bus",0,271,30.39,301,95,8,35,1,4
276,"car",1,271,51.49,181,0,0,35,1,4
277,"train",0,279,63.1,237,115,4,25,1,4
277,"air",0,279,156.75,56,119,9,25,1,4
277,"bus",0,279,30.32,301,110,8,25,1,4
277,"car",1,279,53.01,192,0,0,25,1,4
278,"train",1,396,75.6,237,170,4,70,0,3
278,"air",0,396,168.3,56,175,9,70,0,3
278,"car",0,396,75.24,269,0,0,70,0,3
279,"air",1,927,243,170,175,9,45,0,2
279,"car",0,927,176.13,575,0,0,45,0,2
280,"air",1,956,243,170,180,9,45,0,2
280,"car",0,956,181.64,600,0,0,45,0,2
281,"air",1,1077,272.7,260,170,4,45,0,2
281,"car",0,1077,204.63,700,0,0,45,0,2
282,"train",0,204,34.8,67,100,4,35,0,2
282,"car",1,204,38.76,149,0,0,35,0,2
283,"train",0,218,41.8,210,70,2,45,0,3
283,"air",0,218,157.8,50,145,4,45,0,3
283,"car",1,218,41.42,146,0,0,45,0,3
284,"train",0,256,48.2,165,69,4,35,0,3
284,"air",0,256,144.8,50,110,4,35,0,3
284,"car",1,256,48.64,182,0,0,35,0,3
285,"train",1,293,50.75,187,75,4,70,1,4
285,"air",0,293,154.4,50,113,4,70,1,4
285,"bus",0,293,25.71,316,90,2,70,1,4
285,"car",0,293,55.67,199,0,0,70,1,4
286,"train",0,293,50.75,187,75,4,70,1,4
286,"air",0,293,154.4,50,113,4,70,1,4
286,"bus",0,293,25.71,316,90,2,70,1,4
286,"car",1,293,55.67,199,0,0,70,1,4
287,"train",0,47,32.5,67,115,4,35,0,2
287,"car",1,47,8.93,43,0,0,35,0,2
288,"train",0,198,41.7,124,105,2,45,0,3
288,"air",0,198,156.5,50,140,4,45,0,3
288,"car",1,198,37.62,135,0,0,45,0,3
289,"train",0,347,53.5,159,100,1,55,0,3
289,"air",0,347,149.9,50,118,4,55,0,3
289,"car",1,347,65.93,234,0,0,55,0,3
290,"train",1,104,27,67,70,4,45,0,2
290,"car",0,104,19.76,78,0,0,45,0,2
291,"train",1,104,27,67,70,4,40,0,2
291,"car",0,104,19.76,78,0,0,40,0,2
292,"train",1,104,27,67,70,4,55,0,2
292,"car",0,104,19.76,78,0,0,55,0,2
293,"train",1,104,27,67,70,4,25,0,2
293,"car",0,104,19.76,78,0,0,25,0,2
294,"train",1,104,27,67,70,4,25,0,2
294,"car",0,104,19.76,78,0,0,25,0,2
295,"train",0,104,27,67,70,4,55,0,2
295,"car",1,104,19.76,78,0,0,55,0,2
296,"train",0,104,27,67,70,4,55,0,2
296,"car",1,104,19.76,78,0,0,55,0,2
297,"train",0,104,27,67,70,4,70,0,2
297,"car",1,104,19.76,78,0,0,70,0,2
298,"train",0,104,27,67,70,4,35,0,2
298,"car",1,104,19.76,78,0,0,35,0,2
299,"train",0,104,27,67,70,4,27,0,2
299,"car",1,104,19.76,78,0,0,27,0,2
300,"train",0,104,27,67,70,4,70,0,2
300,"car",1,104,19.76,78,0,0,70,0,2
301,"train",0,104,27,67,70,4,25,0,2
301,"car",1,104,19.76,78,0,0,25,0,2
302,"train",0,104,27,67,70,4,70,0,2
302,"car",1,104,19.76,78,0,0,70,0,2
303,"train",0,104,27,67,70,4,55,0,2
303,"car",1,104,19.76,78,0,0,55,0,2
304,"train",0,104,27,67,70,4,45,0,2
304,"car",1,104,19.76,78,0,0,45,0,2
305,"train",0,104,27,67,70,4,55,0,2
305,"car",1,104,19.76,78,0,0,55,0,2
306,"train",0,104,27,67,70,4,35,0,2
306,"car",1,104,19.76,78,0,0,35,0,2
307,"train",0,104,27,67,70,4,70,0,2
307,"car",1,104,19.76,78,0,0,70,0,2
308,"train",0,104,27,67,70,4,45,0,2
308,"car",1,104,19.76,78,0,0,45,0,2
309,"train",0,104,27,67,70,4,55,0,2
309,"car",1,104,19.76,78,0,0,55,0,2
310,"train",0,104,27,67,70,4,35,0,2
310,"car",1,104,19.76,78,0,0,35,0,2
311,"train",0,104,27,67,70,4,29,0,2
311,"car",1,104,19.76,78,0,0,29,0,2
312,"train",0,104,27,67,70,4,70,0,2
312,"car",1,104,19.76,78,0,0,70,0,2
313,"train",0,104,27,67,70,4,25,0,2
313,"car",1,104,19.76,78,0,0,25,0,2
314,"train",0,104,27,67,70,4,70,0,2
314,"car",1,104,19.76,78,0,0,70,0,2
315,"train",0,147,31,67,95,4,15,0,2
315,"car",1,147,27.93,102,0,0,15,0,2
316,"train",0,174,37.7,124,70,2,25,0,3
316,"air",0,174,150.5,50,130,4,25,0,3
316,"car",1,174,33.06,116,0,0,25,0,3
317,"train",0,165,32.5,67,115,4,55,0,2
317,"car",1,165,31.35,133,0,0,55,0,2
318,"train",0,195,37.7,149,70,3,70,0,3
318,"air",0,195,151.5,50,120,4,70,0,3
318,"car",1,195,37.05,128,0,0,70,0,3
319,"train",0,195,37.7,149,70,3,45,0,3
319,"air",0,195,151.5,50,120,4,45,0,3
319,"car",1,195,37.05,128,0,0,45,0,3
320,"train",0,207,47.5,159,80,1,70,0,3
320,"air",0,207,138.5,50,114,4,70,0,3
320,"car",1,207,39.33,143,0,0,70,0,3
321,"train",0,216,42.5,159,75,1,70,0,3
321,"air",0,216,141.85,50,95,4,70,0,3
321,"car",1,216,41.04,149,0,0,70,0,3
322,"train",0,233,44.1,165,69,1,70,0,3
322,"air",0,233,138.5,50,85,4,70,0,3
322,"car",1,233,44.27,163,0,0,70,0,3
323,"train",0,233,44.1,165,69,1,70,0,3
323,"air",0,233,138.5,50,85,4,70,0,3
323,"car",1,233,44.27,163,0,0,70,0,3
324,"train",0,233,44.1,165,69,1,70,0,3
324,"air",0,233,138.5,50,85,4,70,0,3
324,"car",1,233,44.27,163,0,0,70,0,3
325,"train",0,293,45.1,165,80,1,25,0,4
325,"air",0,293,135.1,50,76,4,25,0,4
325,"bus",0,293,21.89,316,60,2,25,0,4
325,"car",1,293,55.67,211,0,0,25,0,4
326,"train",0,293,45.1,165,80,1,70,0,4
326,"air",0,293,135.1,50,76,4,70,0,4
326,"bus",0,293,21.89,316,60,2,70,0,4
326,"car",1,293,55.67,211,0,0,70,0,4
327,"train",0,293,45.1,165,80,1,35,0,4
327,"air",0,293,135.1,50,76,4,35,0,4
327,"bus",0,293,21.89,316,60,2,35,0,4
327,"car",1,293,55.67,211,0,0,35,0,4
328,"train",0,293,45.1,165,80,1,70,0,4
328,"air",0,293,135.1,50,76,4,70,0,4
328,"bus",0,293,21.89,316,60,2,70,0,4
328,"car",1,293,55.67,211,0,0,70,0,4
329,"train",1,303,45.1,205,65,3,70,0,4
329,"air",0,303,138.1,50,76,4,70,0,4
329,"bus",0,303,21.04,316,55,2,70,0,4
329,"car",0,303,57.57,200,0,0,70,0,4
330,"train",0,303,45.1,205,65,3,35,0,4
330,"air",0,303,138.1,50,76,4,35,0,4
330,"bus",0,303,21.04,316,55,2,35,0,4
330,"car",1,303,57.57,200,0,0,35,0,4
331,"train",0,303,45.1,205,65,3,70,0,4
331,"air",0,303,138.1,50,76,4,70,0,4
331,"bus",0,303,21.04,316,55,2,70,0,4
331,"car",1,303,57.57,200,0,0,70,0,4
332,"train",0,281,48.5,187,100,4,55,1,4
332,"air",0,281,143.5,50,68,4,55,1,4
332,"bus",0,281,22.19,316,80,2,55,1,4
332,"car",1,281,53.39,195,0,0,55,1,4
333,"train",0,281,48.5,187,100,4,70,1,4
333,"air",0,281,143.5,50,68,4,70,1,4
333,"bus",0,281,22.19,316,80,2,70,1,4
333,"car",1,281,53.39,195,0,0,70,1,4
334,"train",0,281,48.5,187,100,4,70,1,4
334,"air",0,281,143.5,50,68,4,70,1,4
334,"bus",0,281,22.19,316,80,2,70,1,4
334,"car",1,281,53.39,195,0,0,70,1,4
335,"train",0,281,48.5,187,100,4,35,1,4
335,"air",0,281,143.5,50,68,4,35,1,4
335,"bus",0,281,22.19,316,80,2,35,1,4
335,"car",1,281,53.39,195,0,0,35,1,4
336,"train",0,281,48.5,187,100,4,31,1,4
336,"air",0,281,143.5,50,68,4,31,1,4
336,"bus",0,281,22.19,316,80,2,31,1,4
336,"car",1,281,53.39,195,0,0,31,1,4
337,"train",0,270,46.65,187,75,4,55,1,4
337,"air",0,270,148.1,50,88,4,55,1,4
337,"bus",0,270,21.71,316,65,2,55,1,4
337,"car",1,270,51.3,181,0,0,55,1,4
338,"train",0,270,46.65,187,75,4,35,1,4
338,"air",0,270,148.1,50,88,4,35,1,4
338,"bus",0,270,21.71,316,65,2,35,1,4
338,"car",1,270,51.3,181,0,0,35,1,4
339,"train",0,270,46.65,187,75,4,35,1,4
339,"air",0,270,148.1,50,88,4,35,1,4
339,"bus",0,270,21.71,316,65,2,35,1,4
339,"car",1,270,51.3,181,0,0,35,1,4
340,"train",0,278,49,187,100,4,70,1,4
340,"air",0,278,144.95,50,84,4,70,1,4
340,"bus",0,278,21.64,316,80,2,70,1,4
340,"car",1,278,52.82,192,0,0,70,1,4
341,"train",0,278,49,187,100,4,45,1,4
341,"air",0,278,144.95,50,84,4,45,1,4
341,"bus",0,278,21.64,316,80,2,45,1,4
341,"car",1,278,52.82,192,0,0,45,1,4
342,"train",0,278,49,187,100,4,70,1,4
342,"air",0,278,144.95,50,84,4,70,1,4
342,"bus",0,278,21.64,316,80,2,70,1,4
342,"car",1,278,52.82,192,0,0,70,1,4
343,"train",0,281,48.5,187,100,4,25,1,4
343,"air",0,281,146.75,50,90,4,25,1,4
343,"bus",0,281,21.79,316,83,2,25,1,4
343,"car",1,281,53.39,195,0,0,25,1,4
344,"train",0,281,48.5,187,100,4,35,1,4
344,"air",0,281,146.75,50,90,4,35,1,4
344,"bus",0,281,21.79,316,83,2,35,1,4
344,"car",1,281,53.39,195,0,0,35,1,4
345,"train",1,321,50.6,196,100,4,45,0,3
345,"air",0,321,146.5,50,125,4,45,0,3
345,"car",0,321,60.99,211,0,0,45,0,3
346,"train",0,321,50.6,196,100,4,31,0,3
346,"air",0,321,146.5,50,125,4,31,0,3
346,"car",1,321,60.99,211,0,0,31,0,3
347,"train",0,313,51.1,205,100,3,70,0,3
347,"air",0,313,141.05,50,113,4,70,0,3
347,"car",1,313,59.47,255,0,0,70,0,3
348,"train",0,683,97.1,576,115,2,70,0,3
348,"air",1,683,219.1,149,120,4,70,0,3
348,"car",0,683,129.77,428,0,0,70,0,3
